StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q4,Q5,Q12,Q14,Q16,Q25,mTurkCode,FL_2_DO
2018-07-27 22:55:53,2018-07-27 23:03:22,IP Address,157.50.86.144,100,449,True,2018-07-27 23:03:23,R_265XxWrBoqavFJQ,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,239.106,0,4,"GOOD STORY,MIND THINKING,REAL FACT OF WAR",Beautiful,Rome,Gaius won the battle,No,383438,Introduction:1Star
2018-07-27 23:00:54,2018-07-27 23:03:27,IP Address,196.17.224.156,100,152,True,2018-07-27 23:03:27,R_1kIk9ngbDsdFZKS,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,4.717,0,6,"Gaius Scatulus stood with the rest of his legion. The Roman soldiers waited calmly for the enemy to make himself known. This man, Pyrrhus, had come to take their homes, their freedoms, the very city of Rome from them. He had come to make himself their king.
",Beautiful,Babylon,Gaius won the battle,No,2660463,Introduction:4.5Stars
2018-07-27 23:02:40,2018-07-27 23:03:36,IP Address,210.16.84.110,100,55,True,2018-07-27 23:03:36,R_XgPomQwOo0P6Ymt,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,7.629,0,3,nice,Beautiful,Alexandria,Gaius won the battle,Yes,5013138,Introduction:4.5Stars
2018-07-27 22:56:14,2018-07-27 23:03:39,IP Address,47.214.239.58,100,445,True,2018-07-27 23:03:39,R_86Z3fMYOjOpGBkR,,,,,34.342193603516,-92.795997619629,anonymous,EN,0,0,321.389,0,4,interesting perspective & concept for a story,Beautiful,Rome,Gaius was killed,No,7653259,Introduction:1Star
2018-07-27 23:02:39,2018-07-27 23:03:39,IP Address,172.96.166.146,100,59,True,2018-07-27 23:03:39,R_3lMjA2OxrOoti6F,,,,,40.739105224609,-73.982597351074,anonymous,EN,0,0,4.107,0,3,THE STORY IS VERY USEFUL TO ACHIEVE IN LIFE MOMENT,Beautiful,Alexandria,Gaius killed the historian,No,4574500,Introduction:4.5Stars
2018-07-27 22:58:32,2018-07-27 23:03:42,IP Address,14.195.134.31,100,310,True,2018-07-27 23:03:42,R_2dW7WHhmHqFsXHV,,,,,28.666702270508,77.216705322266,anonymous,EN,2.576,7.248,16.479,3,3,"not so good but easy to understand ",Beautiful,Rome,Gaius traveled in time,No,1607676,Introduction:4.5Stars
2018-07-27 22:57:03,2018-07-27 23:03:52,IP Address,27.122.12.250,100,408,True,2018-07-27 23:03:52,R_2uri7G5rhZjyGrY,,,,,22.25,114.16668701172,anonymous,EN,0,0,4.844,0,5,"piece of prose, self incident  ",Menacing,Jerusalem,Gaius killed the historian,Yes,7958743,Introduction:4.5Stars
2018-07-27 22:58:36,2018-07-27 23:03:53,IP Address,104.227.86.67,100,316,True,2018-07-27 23:03:53,R_bd5sXiGuFhnT4Pv,,,,,34.108093261719,-118.22869873047,anonymous,EN,33.91,48.427,57.831,2,5,"good thoughts ",Beautiful,Rome,Gaius won the battle,Yes,6290933,Introduction:4.5Stars
2018-07-27 22:58:59,2018-07-27 23:03:54,IP Address,71.207.8.22,100,295,True,2018-07-27 23:03:55,R_1gRYR2ax48f9SCE,,,,,40.797500610352,-77.902099609375,anonymous,EN,66.346,169.55,200.694,2,4,It was well written and contained a good lesson at the end.,Beautiful,Rome,Gaius was killed,No,1279603,Introduction:Control
2018-07-27 23:01:02,2018-07-27 23:04:19,IP Address,196.17.66.12,100,196,True,2018-07-27 23:04:19,R_An8chVgFTqXVvVL,,,,,34.054397583008,-118.2440032959,anonymous,EN,1.965,71.423,73.477,33,4,Good,Beautiful,Rome,Gaius killed the historian,No,1496408,Introduction:1Star
2018-07-27 22:56:12,2018-07-27 23:04:30,IP Address,196.17.65.232,100,497,True,2018-07-27 23:04:30,R_3CURYUUMb4oW2EE,,,,,34.054397583008,-118.2440032959,anonymous,EN,0,0,1.511,0,4,THAT STORY WAS AMAZING,Beautiful,Rome,Gaius won the battle,Yes,9829908,Introduction:1Star
2018-07-27 23:03:59,2018-07-27 23:04:30,IP Address,210.16.84.110,100,31,True,2018-07-27 23:04:31,R_3G6YZkm73Bl6hnN,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,2.349,0,3,VERY SAD STORY,Petrifying,Babylon,Gaius won the battle,Yes,8292649,Introduction:Control
2018-07-27 23:01:58,2018-07-27 23:04:37,IP Address,107.170.246.109,100,158,True,2018-07-27 23:04:37,R_2VlKRhKHnlZC2Xk,,,,,37.735305786133,-122.37319946289,anonymous,EN,37.274,37.274,38.461,1,3,A little bit confusing for my taste,Epic,Rome,Gaius traveled in time,No,1822299,Introduction:1Star
2018-07-27 22:58:05,2018-07-27 23:04:38,IP Address,173.28.95.97,100,393,True,2018-07-27 23:04:38,R_3jVvUMRg8f9MGT9,,,,,30.930099487305,-84.646499633789,anonymous,EN,0,0,303.206,0,4,Creative.,Beautiful,Rome,Gaius was killed,No,3713758,Introduction:4.5Stars
2018-07-27 22:56:14,2018-07-27 23:04:48,IP Address,196.16.109.68,100,513,True,2018-07-27 23:04:48,R_2Yh19Y2JhSMlKnB,,,,,34.054397583008,-118.2440032959,anonymous,EN,9.563,105.302,113.992,3,5,GAIUS SCATULUS STOOD WITH THE REST OF HIS LEGION. THE ROMAN SOLDIERS WAITED CALMLY FOR THE ENEMEY TO MAKE HIMSELF KNOWN.,Beautiful,Babylon,Gaius was killed,Yes,1190201,Introduction:1Star
2018-07-27 23:04:09,2018-07-27 23:04:54,IP Address,157.50.79.65,100,44,True,2018-07-27 23:04:55,R_3Hv00PWLR7DcL1f,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,5.999,0,3,-99,-99,-99,Gaius won the battle,Yes,2530856,Introduction:1Star
2018-07-27 23:04:15,2018-07-27 23:04:57,IP Address,157.50.75.22,100,42,True,2018-07-27 23:04:57,R_3O6vnIhnFXNmN55,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,8.051,0,5,-99,Petrifying,Babylon,Gaius won the battle,Yes,54977,Introduction:Control
2018-07-27 22:57:52,2018-07-27 23:04:58,IP Address,103.206.174.13,100,426,True,2018-07-27 23:04:58,R_3QLgnhgKd48dEXL,,,,,10.992492675781,76.961395263672,anonymous,EN,25.232,25.232,28.99,1,5,nice story,Petrifying,Babylon,Gaius was killed,No,786147,Introduction:Control
2018-07-27 22:56:14,2018-07-27 23:05:01,IP Address,73.215.54.67,100,527,True,2018-07-27 23:05:01,R_rchMT2r4tiybNfP,,,,,40.429306030273,-74.420303344727,anonymous,EN,0,0,356.971,0,5,Interesting twist to insert a historian (time traveler) to observe and comment on events about to take place with those about engage their fate.,Beautiful,Rome,Gaius was killed,No,1881583,Introduction:Control
2018-07-27 22:55:43,2018-07-27 23:05:13,IP Address,64.120.33.30,100,569,True,2018-07-27 23:05:13,R_O29TzwnABQjQ8Rr,,,,,41.848297119141,-87.629096984863,anonymous,EN,0,0,137.682,0,6,this story tells the role of common man in rome,Beautiful,Rome,Gaius won the battle,No,7446078,Introduction:Control
2018-07-27 23:02:59,2018-07-27 23:05:28,IP Address,157.51.233.88,100,148,True,2018-07-27 23:05:28,R_esRQUvPKW9mo0P7,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,16.073,0,6,"iGaius Scatulus stood with the rest of his legion. The Roman soldiers waited calmly for the enemy to make himself known. This man, Pyrrhus, had come to take their homes, their freedoms, the very city of Rome from them. He had come to make himself their king.",Beautiful,Rome,Gaius won the battle,Yes,9325259,Introduction:4.5Stars
2018-07-27 22:58:35,2018-07-27 23:05:43,IP Address,68.4.121.108,100,428,True,2018-07-27 23:05:44,R_XNx2Op6N3oicIE1,,,,,33.605392456055,-117.66749572754,anonymous,EN,13.771,13.771,263.982,1,4,"I thought the story was pretty well written. It reminded me of content from Dan Simmons.  Some of the language used was slightly awkward and read haltingly but overall it was entertaining. ",Petrifying,Alexandria,Gaius won the battle,No,2489710,Introduction:Control
2018-07-27 22:55:43,2018-07-27 23:06:00,IP Address,192.241.122.222,100,617,True,2018-07-27 23:06:00,R_2RQHsXwIQyCPdgz,,,,,30.267807006836,-97.742599487305,anonymous,EN,5.673,5.673,6.274,1,5,good,Beautiful,Rome,Gaius traveled in time,Yes,8000156,Introduction:4.5Stars
2018-07-27 23:00:30,2018-07-27 23:06:01,IP Address,71.238.46.101,100,330,True,2018-07-27 23:06:01,R_dpAVY8ohmcBC8nf,,,,,44.841903686523,-123.08860015869,anonymous,EN,0,0,253.735,0,4,Interesting perspective of a historian during war.,Beautiful,Rome,Gaius was killed,No,4429360,Introduction:Control
2018-07-27 23:03:50,2018-07-27 23:06:01,IP Address,198.20.160.163,100,131,True,2018-07-27 23:06:02,R_ba6RC9vxnBIWBy1,,,,,55.73860168457,37.606796264648,anonymous,EN,0,0,6,0,6,I LIKE THE STORY VERY MUCH,Beautiful,Alexandria,Gaius killed the historian,Yes,1248697,Introduction:1Star
2018-07-27 23:04:05,2018-07-27 23:06:05,IP Address,162.243.128.68,100,119,True,2018-07-27 23:06:05,R_3iJy9legBmDXoel,,,,,37.735305786133,-122.37319946289,anonymous,EN,0,0,57.545,0,5,The story is very interesting.,Beautiful,Rome,Gaius was killed,No,9967220,Introduction:4.5Stars
2018-07-27 23:02:25,2018-07-27 23:06:08,IP Address,47.146.120.151,100,222,True,2018-07-27 23:06:08,R_2QYvOuanFU4aVTQ,,,,,33.736099243164,-117.05830383301,anonymous,EN,0,0,177.357,0,6,"Very clever! ",Beautiful,Rome,Gaius was killed,No,5524603,Introduction:4.5Stars
2018-07-27 23:02:45,2018-07-27 23:06:20,IP Address,50.46.135.79,100,214,True,2018-07-27 23:06:20,R_TdzadjxyMUqTGo1,,,,,47.820907592773,-122.31510162354,anonymous,EN,0,0,149.412,0,5,"It was entertaining, bringing a new angle to an event that shaped a familiar anecdote.",Beautiful,Rome,Gaius was killed,No,9184173,Introduction:1Star
2018-07-27 23:05:12,2018-07-27 23:06:30,IP Address,157.50.79.65,100,77,True,2018-07-27 23:06:30,R_dcWyq2yE1y0xZyV,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,20.788,0,4,good,Epic,Alexandria,Gaius won the battle,Yes,8096269,Introduction:Control
2018-07-27 23:05:32,2018-07-27 23:06:33,IP Address,157.50.235.164,100,61,True,2018-07-27 23:06:34,R_1k2fcofNCbkWrns,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,7.728,0,6,-99,Petrifying,Jerusalem,Gaius traveled in time,Yes,4278243,Introduction:Control
2018-07-27 22:58:00,2018-07-27 23:06:35,IP Address,210.16.84.110,100,514,True,2018-07-27 23:06:35,R_2VPAE8hKvFdkQBg,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,4.032,0,5,ITS NICE STORY,Beautiful,Jerusalem,Gaius won the battle,Yes,729502,Introduction:4.5Stars
2018-07-27 23:05:48,2018-07-27 23:06:35,IP Address,97.124.101.53,100,47,True,2018-07-27 23:06:36,R_2fjpb13OveZwXiP,,,,,33.352798461914,-111.78900146484,anonymous,EN,3.869,3.869,4.606,1,3,it is interesting,Epic,Babylon,Gaius killed the historian,No,4418324,Introduction:4.5Stars
2018-07-27 22:58:27,2018-07-27 23:06:47,IP Address,49.205.41.209,100,500,True,2018-07-27 23:06:47,R_VJ4OjbnxHFO2SGJ,,,,,10.992492675781,76.961395263672,anonymous,EN,0,0,21.396,0,4,"The story is good ",Beautiful,Rome,Gaius killed the historian,No,588756,Introduction:1Star
2018-07-27 22:57:40,2018-07-27 23:06:48,IP Address,49.205.41.209,100,548,True,2018-07-27 23:06:48,R_1CkjmKLG8CEDP5c,,,,,10.992492675781,76.961395263672,anonymous,EN,0,0,260.751,0,4,The story is interesting,Beautiful,Rome,Gaius killed the historian,No,716901,Introduction:1Star
2018-07-27 23:00:29,2018-07-27 23:06:51,IP Address,71.41.198.75,100,382,True,2018-07-27 23:06:52,R_1IZvXX9EzONooE0,,,,,32.914306640625,-96.736602783203,anonymous,EN,0,0,271.41,0,5,"Interesting perspective. Inspirational. ",Beautiful,Rome,Gaius was killed,No,9902725,Introduction:Control
2018-07-27 22:58:27,2018-07-27 23:06:52,IP Address,49.205.41.209,100,504,True,2018-07-27 23:06:52,R_2pJrPuSlB9woTU8,,,,,10.992492675781,76.961395263672,anonymous,EN,0,0,5.684,0,5,"Nice and i feel this story was reality  ",Beautiful,Rome,Gaius killed the historian,No,6441838,Introduction:1Star
2018-07-27 23:05:16,2018-07-27 23:06:52,IP Address,108.207.127.204,100,96,True,2018-07-27 23:06:52,R_2Sq6jXIzymnG6ik,,,,,36.755996704102,-119.81739807129,anonymous,EN,0.676,46.981,57.851,2,5,interesting,Petrifying,Rome,Gaius traveled in time,No,5720609,Introduction:4.5Stars
2018-07-27 23:02:19,2018-07-27 23:06:52,IP Address,186.167.245.219,100,273,True,2018-07-27 23:06:52,R_22XGgNXnNPWkItc,,,,,10.5,-66.916702270508,anonymous,EN,5.854,6.467,18.513,2,5,"On the struggle with his death
",Menacing,Rome,Gaius killed the historian,Yes,234152,Introduction:1Star
2018-07-27 23:02:36,2018-07-27 23:06:54,IP Address,73.217.134.109,100,258,True,2018-07-27 23:06:54,R_2fHSY1d3JC2JcVq,,,,,32.672500610352,-80.09700012207,anonymous,EN,4.48,47.253,172.133,7,5,"It was neat, but kind of odd. History mixed with time travel is a little different.",Epic,Babylon,Gaius traveled in time,No,6701250,Introduction:4.5Stars
2018-07-27 22:57:43,2018-07-27 23:07:01,IP Address,100.2.42.164,100,558,True,2018-07-27 23:07:02,R_2xXi8MCdsPK07Vn,,,,,40.733795166016,-73.265197753906,anonymous,EN,6.578,94.231,271.85,3,5,Very engaging and entertaining. I really enjoyed it,Beautiful,Rome,Gaius was killed,No,7646363,Introduction:4.5Stars
2018-07-27 22:57:56,2018-07-27 23:07:11,IP Address,76.177.83.129,100,554,True,2018-07-27 23:07:11,R_0GjtTyqZZUwkmAN,,,,,38.123794555664,-83.381698608398,anonymous,EN,0,0,470.785,0,4,"I like the idea of the time travelers writing about history. I wish I could read more about it. I think some of the grammar could have been a little better, because some of it was hard to follow. Otherwise, it was a great story.",Petrifying,Rome,Gaius was killed,No,8830566,Introduction:Control
2018-07-27 22:55:47,2018-07-27 23:07:13,IP Address,157.50.90.166,100,685,True,2018-07-27 23:07:13,R_3jdOEwWgAqEiQCb,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,9.416,0,3,"Kumki or Koomkie is a term used in India for trained captive Asian elephants used in operations to trap wild elephants. ... Many movies related to Kumki elephants have been released in the Tamil film industry, such as Kumki",Beautiful,Rome,Gaius killed the historian,Yes,4099115,Introduction:4.5Stars
2018-07-27 22:58:36,2018-07-27 23:07:14,IP Address,14.102.50.86,100,518,True,2018-07-27 23:07:15,R_2xDxuJykZsVZpPt,,,,,11.100006103516,77.350006103516,anonymous,EN,8.435,28.746,30.247,3,5,this story was very interesting and it was discuss about the soldiers,Beautiful,Rome,Gaius won the battle,No,2223870,Introduction:1Star
2018-07-27 22:56:42,2018-07-27 23:07:15,IP Address,196.19.156.178,100,633,True,2018-07-27 23:07:15,R_CemDOIS6BkQxIA1,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,2.564,0,5,"THIS STORY READING. I THINK NEW STORY. FIRST TIME I READING.SHOULDERS RELATED.
",Beautiful,Rome,Gaius was killed,No,8930923,Introduction:4.5Stars
2018-07-27 22:57:53,2018-07-27 23:07:26,IP Address,49.205.41.209,100,572,True,2018-07-27 23:07:26,R_2ag9PLOqRMGdU4J,,,,,10.992492675781,76.961395263672,anonymous,EN,22.804,200.546,499.681,4,3,this story was good and intresting,Beautiful,Rome,Gaius killed the historian,No,4378807,Introduction:1Star
2018-07-27 23:06:59,2018-07-27 23:07:29,IP Address,210.16.84.110,100,30,True,2018-07-27 23:07:29,R_1IT2GJMjClctqlG,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.514,0,4,good to read,Epic,Alexandria,Gaius won the battle,Yes,6419718,Introduction:Control
2018-07-27 23:01:29,2018-07-27 23:07:37,IP Address,99.203.1.213,100,368,True,2018-07-27 23:07:38,R_1intt2v9zUsxdXE,,,,,40.041900634766,-82.961402893066,anonymous,EN,14.485,225.509,226.858,28,3,"I think it was interesting, albeit predictable. ",Beautiful,Rome,Gaius was killed,No,7073655,Introduction:4.5Stars
2018-07-27 23:02:21,2018-07-27 23:07:45,IP Address,68.104.166.196,100,323,True,2018-07-27 23:07:45,R_3neFUbG856RdyBY,,,,,33.352798461914,-111.78900146484,anonymous,EN,0,0,229.755,0,5,"I like the anticipation and love stories about time travel. I felt that the buildup of tension was great, but it concluded all too quickly. All this excitement and then he died anyway, no changing of the future, no idea what happened next. Just ""The end""",Beautiful,Rome,Gaius was killed,No,6424762,Introduction:Control
2018-07-27 23:04:56,2018-07-27 23:07:58,IP Address,190.124.31.24,100,181,True,2018-07-27 23:07:58,R_6Kh15cVteKqIhQ5,,,,,9.9833068847656,-72.033302307129,anonymous,EN,0,0,23.207,0,3,"
it's an original story",Epic,Rome,Gaius won the battle,No,1021261,Introduction:1Star
2018-07-27 23:07:57,2018-07-27 23:08:18,IP Address,157.50.0.119,100,20,True,2018-07-27 23:08:18,R_1mWAtBdIabDRz6h,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,3.602,0,2,-99,Epic,-99,Gaius won the battle,Yes,512261,Introduction:4.5Stars
2018-07-27 22:58:37,2018-07-27 23:08:19,IP Address,174.98.179.175,100,582,True,2018-07-27 23:08:19,R_2Pu48JlnEPtLAvc,,,,,39.443893432617,-84.416801452637,anonymous,EN,0,0,411.756,0,3,I thought the story was a little hard to follow in the way it was written. I had to read some parts a couple times before I got what was going on. I don't normally have that kind of trouble.,Beautiful,Rome,Gaius was killed,No,1988383,Introduction:4.5Stars
2018-07-27 23:02:52,2018-07-27 23:08:49,IP Address,67.44.240.20,100,356,True,2018-07-27 23:08:49,R_8tU8IT1A3xMTOUx,,,,,37.751007080078,-97.821998596191,anonymous,EN,1.801,290.391,295.614,18,3,"It didn't really move me ",Beautiful,Rome,Gaius was killed,No,661315,Introduction:Control
2018-07-27 23:08:15,2018-07-27 23:08:58,IP Address,202.142.65.218,100,42,True,2018-07-27 23:08:59,R_3PnSHFXJXmmIQCP,,,,,22.699996948242,88.347503662109,anonymous,EN,0,0,6.371,0,5,Nice Story,Beautiful,Jerusalem,Gaius killed the historian,Yes,6467520,Introduction:4.5Stars
2018-07-27 23:06:27,2018-07-27 23:09:06,IP Address,172.58.175.49,100,158,True,2018-07-27 23:09:06,R_3j7MI2wxJ3ZOedk,,,,,27.983200073242,-82.461799621582,anonymous,EN,9.209,38.534,58.078,9,5,it was a nice story about sticking it out till the end and you will receive victory.,Beautiful,Alexandria,Gaius won the battle,No,2160148,Introduction:Control
2018-07-27 23:00:43,2018-07-27 23:09:13,IP Address,103.66.79.67,100,509,True,2018-07-27 23:09:13,R_xaNgltbWyb4U9LX,,,,,10.992492675781,76.961395263672,anonymous,EN,0,0,20.249,0,5,I think about the story defending the enemy from the Rome people finally killed elephant a honest man as good.,Beautiful,Rome,Gaius traveled in time,No,6110554,Introduction:1Star
2018-07-27 23:06:52,2018-07-27 23:09:14,IP Address,196.19.157.130,100,141,True,2018-07-27 23:09:14,R_2sZUD968dsPIcvX,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,26.815,0,5,THIS STORY IS INTRESTING. SO I LIKE READ THIS STORY.,Beautiful,Rome,Gaius was killed,No,2555439,Introduction:Control
2018-07-27 23:06:28,2018-07-27 23:09:24,IP Address,196.19.157.110,100,176,True,2018-07-27 23:09:25,R_3nBMBz1Lm0fE4mL,,,,,39.099700927734,-94.578598022461,anonymous,EN,19.249,19.249,40.116,1,5,THE STORY WAS VERY INTERESTING,Beautiful,Rome,Gaius was killed,No,9161400,Introduction:1Star
2018-07-27 22:57:06,2018-07-27 23:09:29,IP Address,196.19.158.195,100,742,True,2018-07-27 23:09:29,R_2uyvU1meZJoewhm,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,10.347,0,5,THIS STORY IS VERY INTRESTING. THEN I LIKE IT,Beautiful,Rome,Gaius was killed,No,3148794,Introduction:4.5Stars
2018-07-27 23:00:25,2018-07-27 23:09:30,IP Address,196.19.158.94,100,545,True,2018-07-27 23:09:30,R_DiZyNuoa5bAqcEN,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,8.599,0,5,". ""Never mind me, back to the war. Hop to it. Nothing to see here, citizen.""
",Beautiful,Rome,Gaius was killed,No,3951786,Introduction:4.5Stars
2018-07-27 22:59:30,2018-07-27 23:09:31,IP Address,196.19.157.195,100,601,True,2018-07-27 23:09:31,R_1jODTFArneD2Nzt,,,,,39.099700927734,-94.578598022461,anonymous,EN,14.353,14.736,97.215,2,5,". ""Never mind me, back to the war. Hop to it. Nothing to see here, citizen.""",Beautiful,Rome,Gaius was killed,No,7308162,Introduction:4.5Stars
2018-07-27 23:08:55,2018-07-27 23:09:32,IP Address,192.241.122.35,100,37,True,2018-07-27 23:09:33,R_1MNhMwW2fKNj2EQ,,,,,30.267807006836,-97.742599487305,anonymous,EN,0,0,8.237,0,5,nothing,Beautiful,Babylon,Gaius killed the historian,Yes,5553042,Introduction:4.5Stars
2018-07-27 23:02:23,2018-07-27 23:09:33,IP Address,47.147.142.80,100,430,True,2018-07-27 23:09:33,R_2VDx8rPjgb1VFOz,,,,,33.793395996094,-118.12120056152,anonymous,EN,251.379,251.848,359.748,2,5,I thought it was interesting take on historians,Beautiful,Rome,Gaius was killed,No,466359,Introduction:Control
2018-07-27 23:01:30,2018-07-27 23:09:39,IP Address,67.142.112.193,100,489,True,2018-07-27 23:09:40,R_28UlE3tsHFcfDKf,,,,,37.751007080078,-97.821998596191,anonymous,EN,8.238,15.347,280.205,2,3,"A simplified time-travelers story, having very little plot, poor characterizations, and little social commentary.",Beautiful,Rome,Gaius was killed,No,8426433,Introduction:4.5Stars
2018-07-27 23:07:21,2018-07-27 23:09:40,IP Address,172.116.28.59,100,138,True,2018-07-27 23:09:40,R_UmUJkxZVrQHEGmR,,,,,33.838592529297,-117.20320129395,anonymous,EN,0,0,3.683,0,3,n,Petrifying,Alexandria,Gaius won the battle,No,8274623,Introduction:4.5Stars
2018-07-27 23:03:03,2018-07-27 23:09:48,IP Address,73.225.141.232,100,404,True,2018-07-27 23:09:48,R_O2S7figF6WtQM6Z,,,,,47.898498535156,-122.25889587402,anonymous,EN,0,0,310.349,0,6,Breath taking and truly being able to relive parts of actual history!!,Beautiful,Rome,Gaius was killed,No,3716785,Introduction:4.5Stars
2018-07-27 22:57:33,2018-07-27 23:09:48,IP Address,196.19.156.235,100,734,True,2018-07-27 23:09:48,R_1dtcSXwsHBQT7KO,,,,,39.099700927734,-94.578598022461,anonymous,EN,7.44,34.222,35.518,5,6,BRAVE,Beautiful,Rome,Gaius was killed,No,3941692,Introduction:Control
2018-07-27 23:04:15,2018-07-27 23:09:49,IP Address,196.19.158.206,100,334,True,2018-07-27 23:09:49,R_3GDqwAOsQskI58x,,,,,39.099700927734,-94.578598022461,anonymous,EN,12.959,23.911,24.472,3,5,"IT'S REALLY VERY NICE STORY. SO, I LIKE VERY MUCH",Beautiful,Rome,Gaius was killed,No,8943893,Introduction:Control
2018-07-27 23:09:31,2018-07-27 23:10:15,IP Address,117.217.178.251,100,44,True,2018-07-27 23:10:16,R_1Fbw4OoKcx0EZ2q,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,5.573,0,3,"i don't thinks ",Epic,Alexandria,Gaius won the battle,Yes,9838598,Introduction:Control
2018-07-27 22:56:32,2018-07-27 23:10:27,IP Address,196.18.226.247,100,835,True,2018-07-27 23:10:28,R_PXxxdG3wkZY8eGt,,,,,39.099700927734,-94.578598022461,anonymous,EN,18.54,554.217,704.203,5,5,interesting,Beautiful,Rome,Gaius traveled in time,Yes,9158397,Introduction:Control
2018-07-27 23:06:30,2018-07-27 23:10:34,IP Address,23.236.128.151,100,244,True,2018-07-27 23:10:35,R_3npCqQy3Qp17UQE,,,,,30.290802001953,-81.633003234863,anonymous,EN,8.348,8.348,10.29,1,4,this story was gauis and senat story very interesting story,Beautiful,Rome,Gaius traveled in time,Yes,7799795,Introduction:Control
2018-07-27 23:08:22,2018-07-27 23:10:38,IP Address,157.51.204.99,100,135,True,2018-07-27 23:10:38,R_3ncOeP8ABX8MBKm,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,9.209,0,3,nice,Petrifying,Alexandria,Gaius won the battle,Yes,614261,Introduction:Control
2018-07-27 23:09:12,2018-07-27 23:10:38,IP Address,196.17.65.187,100,85,True,2018-07-27 23:10:38,R_29iH4EC2c9YCA8h,,,,,34.054397583008,-118.2440032959,anonymous,EN,0,0,9.54,0,2,good,Epic,Alexandria,Gaius was killed,Yes,1656834,Introduction:4.5Stars
2018-07-27 23:05:15,2018-07-27 23:10:42,IP Address,14.195.225.51,100,327,True,2018-07-27 23:10:43,R_3HwfncGpwHt18k0,,,,,20,77,anonymous,EN,0,0,74.287,0,4,"story was good,no much suspense.",Petrifying,Rome,Gaius won the battle,No,3888068,Introduction:4.5Stars
2018-07-27 23:06:31,2018-07-27 23:10:54,IP Address,73.144.28.156,100,262,True,2018-07-27 23:10:54,R_3ixJQfOsj1P23Fd,,,,,42.337600708008,-83.125396728516,anonymous,EN,0,0,194.956,0,5,I was a very interesting concept for a story.,Menacing,Rome,Gaius was killed,No,6727141,Introduction:1Star
2018-07-27 22:59:18,2018-07-27 23:11:44,IP Address,171.49.215.66,100,745,True,2018-07-27 23:11:44,R_3CI5EiNAlXQpx18,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,176.894,0,3,IT IS AN AVERAGE STORY.I FEEL IT GOOD,Beautiful,Rome,Gaius won the battle,No,438956,Introduction:1Star
2018-07-27 23:09:15,2018-07-27 23:12:22,IP Address,117.221.138.85,100,186,True,2018-07-27 23:12:23,R_vSsd4T2IvTcK94l,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,135.006,0,4,it is very intersting.time travel amazing.,Beautiful,Babylon,Gaius won the battle,No,4678498,Introduction:4.5Stars
2018-07-27 23:05:56,2018-07-27 23:12:29,IP Address,172.101.79.189,100,392,True,2018-07-27 23:12:29,R_22zEG2PaE72w7Vh,,,,,42.926406860352,-78.747901916504,anonymous,EN,93.033,301.882,304.711,4,5,"It was a great story and It kept me interested ",Beautiful,Rome,Gaius was killed,No,3487657,Introduction:4.5Stars
2018-07-27 23:11:39,2018-07-27 23:12:31,IP Address,157.51.206.170,100,51,True,2018-07-27 23:12:31,R_3RanYSqponNZePP,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,23.207,0,5,was nice,Petrifying,Babylon,-99,-99,1976536,Introduction:Control
2018-07-27 23:05:28,2018-07-27 23:12:34,IP Address,174.68.187.131,100,425,True,2018-07-27 23:12:34,R_3DoowsYCKqSovrb,,,,,36.221206665039,-115.16850280762,anonymous,EN,1.68,282.337,282.878,10,4,I found it most entertaining. I enjoy short sci-fi fic-lets and this was a very cute one.,Beautiful,Rome,Gaius was killed,No,5210421,Introduction:1Star
2018-07-27 23:09:36,2018-07-27 23:12:39,IP Address,23.236.128.74,100,183,True,2018-07-27 23:12:39,R_3hszUB8A3lOoNd2,,,,,30.290802001953,-81.633003234863,anonymous,EN,0,0,8.356,0,6,inteligent,Beautiful,Babylon,Gaius won the battle,Yes,3418195,Introduction:1Star
